id,qid1,qid2,question1,question2,is_duplicate
188254,137242,235466,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188255,200397,238073,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188256,180835,293734,Will there be a war between India and Pakistan?,How can I get venture capital for my startup?,0
188257,199618,244674,What are the best books on modern philosophy?,How can I get venture capital for my startup?,0
188258,100405,221456,What is GST and how does it benefit common people?,What is the most beautiful moment in your life?,0
188259,171860,119913,What should I do to overcome anxiety?,Is it scientifically possible to bring someone back to life?,0
188260,243395,119859,Is it scientifically possible to bring someone back to life?,How do you sleep well?,0
188261,112820,205332,How do I remove water from ear?,Is it scientifically possible to bring someone back to life?,0
188262,280658,132650,How can I motivate myself to achieve more?,What is GST and how does it benefit common people?,0
188263,240747,294775,How can I improve my communication skills?,How can I improve my communication skills?,1
188264,133868,259480,How can I get venture capital for my startup?,What should I do to overcome anxiety?,0
188265,176218,134624,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188266,164808,297131,How do you sleep well?,How do you sleep well?,1
188267,114924,170805,How can I motivate myself to achieve more?,How do I remove water from ear?,0
188268,221478,239409,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188269,135168,168283,Which is better: Java or Python?,Which is better: Java or Python?,1
188270,283273,220965,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188271,204447,156175,What is the future of data science?,What is the future of data science?,1
188272,253815,107589,What is the future of data science?,What are some good laptops under 60k?,0
188273,236158,179654,What is GST and how does it benefit common people?,How can I motivate myself to achieve more?,0
188274,233369,267396,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188275,178648,162882,What is the future of data science?,What is the most beautiful moment in your life?,0
188276,243911,236217,Is it scientifically possible to bring someone back to life?,Is it really scientifically possible to bring someone back to life?,1
188277,144099,168511,What are the best books on modern philosophy?,What are the differences between Android and iOS?,0
188278,216251,178051,What are the best books on modern philosophy?,What are the differences between Android and iOS?,0
188279,149589,119281,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188280,210857,234087,What is the future of data science?,What is the future of data science?,1
188281,219842,277952,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
188282,268470,135039,How do I remove water from ear?,What is the future of data science?,0
188283,198500,199753,Which is better: Java or Python?,Which is better: Java or Python?,1
188284,286563,203211,How do I remove water from ear?,Is it scientifically possible to bring someone back to life?,0
188285,245157,223712,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188286,193320,156616,Which is better: Java or Python?,Which is better: Java or Python?,1
188287,166502,249373,How can I improve my communication skills?,How do I improve my communication skills?,1
188288,297874,137289,How do I remove water from ear?,What is the future of data science?,0
188289,116032,204699,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188290,122552,128737,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188291,253796,106766,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188292,198540,181777,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188293,173451,262143,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188294,254297,218107,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188295,284923,113118,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
188296,294498,187051,What is the future of data science?,What are the best books on modern philosophy?,0
188297,144969,128294,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188298,181706,127879,Which is better: Java or Python?,Which is better: Java or Python?,1
